File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000VTA	bam	alignments	ENCSR000EYZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					FOS-human	ENCAB000AEQ	DNA		see document	see document		2011-10-29	ENCODE		see document			2	1							199889923	Sherman Weissman, Yale	1d61b5fa31af4d4d667eb764a3e48f9a	https://www.encodeproject.org/files/ENCFF000VTA/@@download/ENCFF000VTA.bam	hg19			released		biological replicates with identical biosample		
ENCFF000VTB	bam	alignments	ENCSR000EYZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					FOS-human	ENCAB000AEQ	DNA		see document	see document		2011-10-29	ENCODE		see document			3	1							211824862	Sherman Weissman, Yale	58f0541782636fa253236fbf6d133068	https://www.encodeproject.org/files/ENCFF000VTB/@@download/ENCFF000VTB.bam	hg19			released		biological replicates with identical biosample		
ENCFF580TFI	bam	alignments	ENCSR000AJE	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHO, ENCFF700TXC	1081369704	ENCODE Processing Pipeline	0473418db6e3d67425a495359d4b60d7	https://www.encodeproject.org/files/ENCFF580TFI/@@download/ENCFF580TFI.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF007LQT	bam	alignments	ENCSR000AJE	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHO, ENCFF839KAI	1291825507	ENCODE Processing Pipeline	c6680d7fca638d63efefa1f39390b133	https://www.encodeproject.org/files/ENCFF007LQT/@@download/ENCFF007LQT.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF613PIC	bam	transcriptome alignments	ENCSR000AJE	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHO, ENCFF839KAI	1505094021	ENCODE Processing Pipeline	1409bfe157b36ae6f4e989de5fe44d4d	https://www.encodeproject.org/files/ENCFF613PIC/@@download/ENCFF613PIC.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF235ZQY	bam	alignments	ENCSR000AJE	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHO, ENCFF742NER	1292109391	ENCODE Processing Pipeline	fe53ad383f9cfae8faa3fb2085ed3532	https://www.encodeproject.org/files/ENCFF235ZQY/@@download/ENCFF235ZQY.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF643MWL	bam	transcriptome alignments	ENCSR000AJE	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHO, ENCFF742NER	1543794425	ENCODE Processing Pipeline	7783cc149a23f927c94db93092ec056e	https://www.encodeproject.org/files/ENCFF643MWL/@@download/ENCFF643MWL.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF000NYC	bam	alignments	ENCSR000BQS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					REST-human	ENCAB000AJK	DNA		see document	see document		2012-02-29	ENCODE		see document			1	1							763139690	Richard Myers, HAIB	e496d25a3a25b0a3311fe3a52b11646d	https://www.encodeproject.org/files/ENCFF000NYC/@@download/ENCFF000NYC.bam	hg19			released		biological replicates with identical biosample		
ENCFF000NYF	bam	alignments	ENCSR000BQS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					REST-human	ENCAB000AJK	DNA		see document	see document		2012-02-29	ENCODE		see document			2	1							976393022	Richard Myers, HAIB	a0db4c4f98b9b5f42007955b2afaa751	https://www.encodeproject.org/files/ENCFF000NYF/@@download/ENCFF000NYF.bam	hg19			released		biological replicates with identical biosample		
ENCFF110FYW	bam	alignments	ENCSR184CWK	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHX, ENCFF700TXC	2822547261	ENCODE Processing Pipeline	aa670c90d088241263380fd5a081c56b	https://www.encodeproject.org/files/ENCFF110FYW/@@download/ENCFF110FYW.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF915ISY	bam	alignments	ENCSR184CWK	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHX, ENCFF839KAI	3598330577	ENCODE Processing Pipeline	e0f29769b73ed93963b8cd0af631bec9	https://www.encodeproject.org/files/ENCFF915ISY/@@download/ENCFF915ISY.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF556BNV	bam	transcriptome alignments	ENCSR184CWK	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHX, ENCFF839KAI	4882073934	ENCODE Processing Pipeline	9e52ad31f3d9ad455bf0182c783145a3	https://www.encodeproject.org/files/ENCFF556BNV/@@download/ENCFF556BNV.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF817LIP	bam	alignments	ENCSR184CWK	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHX, ENCFF742NER	3577913019	ENCODE Processing Pipeline	3d3dd3c6d6666652fb1eff3a2dc45d54	https://www.encodeproject.org/files/ENCFF817LIP/@@download/ENCFF817LIP.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF706HKB	bam	transcriptome alignments	ENCSR184CWK	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHX, ENCFF742NER	5006736643	ENCODE Processing Pipeline	50e392e8fd6800b2de7bd9c86729b1f7	https://www.encodeproject.org/files/ENCFF706HKB/@@download/ENCFF706HKB.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF398SCD	bam	alignments	ENCSR625DPZ	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHY, ENCFF700TXC	2683085156	ENCODE Processing Pipeline	3f039496b6302a732ad7f655219bc2da	https://www.encodeproject.org/files/ENCFF398SCD/@@download/ENCFF398SCD.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF156FPC	bam	alignments	ENCSR625DPZ	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHY, ENCFF839KAI	3350516342	ENCODE Processing Pipeline	da69bd2b0fbeeec8b6659b66446d19ff	https://www.encodeproject.org/files/ENCFF156FPC/@@download/ENCFF156FPC.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF687WHP	bam	transcriptome alignments	ENCSR625DPZ	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHY, ENCFF839KAI	4178929093	ENCODE Processing Pipeline	9df43f3905ee6271aaf12729f53e9c2a	https://www.encodeproject.org/files/ENCFF687WHP/@@download/ENCFF687WHP.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF700VLI	bam	alignments	ENCSR625DPZ	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHY, ENCFF742NER	3337750907	ENCODE Processing Pipeline	839714570d081d12a04df55340600bc5	https://www.encodeproject.org/files/ENCFF700VLI/@@download/ENCFF700VLI.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF248WAT	bam	transcriptome alignments	ENCSR625DPZ	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHY, ENCFF742NER	4276781850	ENCODE Processing Pipeline	7a59dd63d05a313bab5980d98b28f603	https://www.encodeproject.org/files/ENCFF248WAT/@@download/ENCFF248WAT.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF000NZI	bam	alignments	ENCSR000BHJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					PAX5-human	ENCAB000AJT	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							690577483	Richard Myers, HAIB	badfe049f18e1b3446543f7f43f50929	https://www.encodeproject.org/files/ENCFF000NZI/@@download/ENCFF000NZI.bam	hg19			released		biological replicates with identical biosample		
ENCFF000NZL	bam	alignments	ENCSR000BHJ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					PAX5-human	ENCAB000AJT	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							1228881878	Richard Myers, HAIB	5802de19006c59d71540a184a06b52ac	https://www.encodeproject.org/files/ENCFF000NZL/@@download/ENCFF000NZL.bam	hg19			released		biological replicates with identical biosample		
ENCFF000ODU	bam	alignments	ENCSR000BJD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					RXRA-human	ENCAB000AKN	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							731656869	Richard Myers, HAIB	c8e9cde1ad0176fc164385ad1f189a6e	https://www.encodeproject.org/files/ENCFF000ODU/@@download/ENCFF000ODU.bam	hg19			released		biological replicates with identical biosample		
ENCFF000ODW	bam	alignments	ENCSR000BJD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					RXRA-human	ENCAB000AKN	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							590891250	Richard Myers, HAIB	ef0fe52eaccad234403083918b1e970b	https://www.encodeproject.org/files/ENCFF000ODW/@@download/ENCFF000ODW.bam	hg19			released		biological replicates with identical biosample		
ENCFF000WER	bam	alignments	ENCSR000DZV	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					STAT3-human	ENCAB000ALH	DNA		see document	see document		2011-10-29	ENCODE		see document			1	1							376600899	Michael Snyder, Stanford	1ad1afd1bcddc44697172e5f47f1cb3a	https://www.encodeproject.org/files/ENCFF000WER/@@download/ENCFF000WER.bam	hg19			released		biological replicates with identical biosample		
ENCFF000WES	bam	alignments	ENCSR000DZV	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					STAT3-human	ENCAB000ALH	DNA		see document	see document		2011-10-29	ENCODE		see document			2	1							373960952	Michael Snyder, Stanford	b60b32a66ab8fff7278f07b16a156fab	https://www.encodeproject.org/files/ENCFF000WES/@@download/ENCFF000WES.bam	hg19			released		biological replicates with identical biosample		
ENCFF000ROW	bam	alignments	ENCSR000DKW	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					Control-human		DNA		see document	see document		2011-03-17	ENCODE													622126705	Vishwanath Iyer, UTA	fc01a486efc03b42f259299c64210069	https://www.encodeproject.org/files/ENCFF000ROW/@@download/ENCFF000ROW.bam	hg19			released				
ENCFF000ODL	bam	alignments	ENCSR000BNF	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					Control-human		DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							958622629	Richard Myers, HAIB	fa2c05eec076aac14930bafcd59886a0	https://www.encodeproject.org/files/ENCFF000ODL/@@download/ENCFF000ODL.bam	hg19			released				
ENCFF000VTE	bam	alignments	ENCSR000DZE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					CHD1-human	ENCAB000AFE	DNA		see document	see document		2012-05-14	ENCODE		see document			1	1							451223341	Michael Snyder, Stanford	8c81d8d4d47b03d2951d6177bbd5c67a	https://www.encodeproject.org/files/ENCFF000VTE/@@download/ENCFF000VTE.bam	hg19			released		biological replicates with identical biosample		
ENCFF000VTQ	bam	alignments	ENCSR000DZE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					CHD1-human	ENCAB000AFE	DNA		see document	see document		2012-05-14	ENCODE		see document			2	1							470895138	Michael Snyder, Stanford	c15eb4690495f220ace61f835817bc1d	https://www.encodeproject.org/files/ENCFF000VTQ/@@download/ENCFF000VTQ.bam	hg19			released		biological replicates with identical biosample		
ENCFF000NUE	bam	alignments	ENCSR000BGU	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					EBF1-human	ENCAB000AFX	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							767215355	Richard Myers, HAIB	de6102fdd7cea95ee3ffb167f20dd5f8	https://www.encodeproject.org/files/ENCFF000NUE/@@download/ENCFF000NUE.bam	hg19			released		biological replicates with identical biosample		
ENCFF000NUG	bam	alignments	ENCSR000BGU	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					EBF1-human	ENCAB000AFX	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							1467733019	Richard Myers, HAIB	d1c4960436d792ffb13c0e3ea2512930	https://www.encodeproject.org/files/ENCFF000NUG/@@download/ENCFF000NUG.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OHG	bam	alignments	ENCSR000BHC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB33-human	ENCAB000AML	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							857253736	Richard Myers, HAIB	9d06a8a18678d00b989c46c85d9adf4c	https://www.encodeproject.org/files/ENCFF000OHG/@@download/ENCFF000OHG.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OHK	bam	alignments	ENCSR000BHC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					ZBTB33-human	ENCAB000AML	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							722791068	Richard Myers, HAIB	3f0ca6483a9925d4c13359ecdb505ad4	https://www.encodeproject.org/files/ENCFF000OHK/@@download/ENCFF000OHK.bam	hg19			released		biological replicates with identical biosample		
ENCFF529NKG	bam	alignments	ENCSR767SOH	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHW, ENCFF700TXC	896988728	ENCODE Processing Pipeline	e15d744b45a1930e9b8e996046e1ac44	https://www.encodeproject.org/files/ENCFF529NKG/@@download/ENCFF529NKG.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF233YMW	bam	alignments	ENCSR767SOH	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHW, ENCFF839KAI	1088761284	ENCODE Processing Pipeline	478850fba307555a6bd0569a3cdd19c0	https://www.encodeproject.org/files/ENCFF233YMW/@@download/ENCFF233YMW.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF315YXO	bam	transcriptome alignments	ENCSR767SOH	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHW, ENCFF839KAI	1278791250	ENCODE Processing Pipeline	ff79ceb05efd7b623aa106c7072904fc	https://www.encodeproject.org/files/ENCFF315YXO/@@download/ENCFF315YXO.bam	hg19			released		NTR assay, inconsistent assay_term_id		
ENCFF062SCW	bam	alignments	ENCSR767SOH	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHW, ENCFF742NER	1088121893	ENCODE Processing Pipeline	5b043604947f925b466ff4f0c816705d	https://www.encodeproject.org/files/ENCFF062SCW/@@download/ENCFF062SCW.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF497TAB	bam	transcriptome alignments	ENCSR767SOH	single cell isolation followed by RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA		None	72 degrees for 3 minutes in the presence of Triton		2014-06-30	ENCODE		chemical (Nextera tagmentation)	>200		1	1						ENCFF002BHW, ENCFF742NER	1308026263	ENCODE Processing Pipeline	aaa1c9c5817a0c7a6e0a299bf7301a7e	https://www.encodeproject.org/files/ENCFF497TAB/@@download/ENCFF497TAB.bam	GRCh38			released		NTR assay, inconsistent assay_term_id		
ENCFF000JAD	bam	alignments	ENCSR000CVO	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2012-07-09	ENCODE		see document	<200		3	1						ENCFF000JCC	12009509256	Thomas Gingeras, CSHL	51abe3d228a461ad0391a657b6ffba04	https://www.encodeproject.org/files/ENCFF000JAD/@@download/ENCFF000JAD.bam	hg19			released				
ENCFF000JAG	bam	alignments	ENCSR000CVO	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleolus					RNA	rRNA	see document	see document		2012-07-09	ENCODE		see document	<200		4	1						ENCFF000JCA	8711005634	Thomas Gingeras, CSHL	0e6007a4b6b1413dda5a86bcfb37a8d7	https://www.encodeproject.org/files/ENCFF000JAG/@@download/ENCFF000JAG.bam	hg19			released				
